"subject","activity","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-mean()","tBodyAccMag-std()","tGravityAccMag-mean()","tGravityAccMag-std()","tBodyAccJerkMag-mean()","tBodyAccJerkMag-std()","tBodyGyroMag-mean()","tBodyGyroMag-std()","tBodyGyroJerkMag-mean()","tBodyGyroJerkMag-std()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAcc-meanFreq()-X","fBodyAcc-meanFreq()-Y","fBodyAcc-meanFreq()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyAccJerk-meanFreq()-X","fBodyAccJerk-meanFreq()-Y","fBodyAccJerk-meanFreq()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyGyro-meanFreq()-X","fBodyGyro-meanFreq()-Y","fBodyGyro-meanFreq()-Z","fBodyAccMag-mean()","fBodyAccMag-std()","fBodyAccMag-meanFreq()","fBodyBodyAccJerkMag-mean()","fBodyBodyAccJerkMag-std()","fBodyBodyAccJerkMag-meanFreq()","fBodyBodyGyroMag-mean()","fBodyBodyGyroMag-std()","fBodyBodyGyroMag-meanFreq()","fBodyBodyGyroJerkMag-mean()","fBodyBodyGyroJerkMag-std()","fBodyBodyGyroJerkMag-meanFreq()"
"11",9,"WALKING",0.277297699861111,-0.0172947270885174,-0.108851589458333,-0.306261396059375,0.0785787199611111,-0.292093885107986,0.943539431423611,-0.186382746065972,-0.0507512072881111,-0.977848535694444,-0.963178913055556,-0.958400989826389,0.0798652164664236,-0.00117407411701389,-0.00613036891222222,-0.283298374372917,-0.0172897976003472,-0.481568302401667,-0.0140931224877083,-0.08090746492875,0.0727641411854167,-0.462133497135417,-0.370073721392361,-0.337823399178819,-0.107423694971271,-0.0400609933512153,-0.0490166957326736,-0.305616592729861,-0.462368761118403,-0.351776519966667,-0.142119745322917,-0.296058178447222,-0.142119745322917,-0.296058178447222,-0.228637184423889,-0.174900071709722,-0.293924199991875,-0.382049842960069,-0.410301199121528,-0.429869996250347,-0.290221228763889,0.0483207372038194,-0.352928832262604,-0.315000539882639,0.0249666077931597,-0.316695888623299,-0.305716876495833,0.0557785148913194,0.0972891081318403,-0.318737852590278,-0.107429632079896,-0.451766898905833,-0.310951730889583,0.0144038276388542,-0.509954345547917,-0.287644412249653,-0.401012902649306,-0.222471733403854,-0.320156703052778,-0.376851498284375,-0.273860223440278,-0.509333180288194,-0.373248894847222,-0.424172143163194,-0.0169003080407639,-8.11139111111114e-05,0.0313321889371528,-0.237016054658681,-0.441976445590278,0.16300105132133,-0.163979350905972,-0.196997889885972,0.0289424227336806,-0.389490380481493,-0.487576078371528,0.193287407058437,-0.452089965865174,-0.444330051013194,0.0923010912926042
"12",10,"WALKING",0.273190275442177,-0.0193347677428571,-0.111162272197279,-0.310386913763299,-0.0104613811947959,-0.228918252360782,0.910021203061224,-0.197993428183673,-0.157027046340136,-0.97789067829932,-0.965706532482993,-0.95136499744898,0.0797117993529592,0.0130684353057875,0.00117207523190136,-0.308552970291122,-0.159849311606429,-0.487084018869728,-0.0252082175194218,-0.0734964550595918,0.0742188977105935,-0.43440587217483,-0.331522231418231,-0.303134506061565,-0.0974885138626769,-0.0428789581968708,-0.0484943752486395,-0.393296637345918,-0.574512478755102,-0.486583289822789,-0.144094586377551,-0.357527490592075,-0.144094586377551,-0.357527490592075,-0.264735063433673,-0.289771902078231,-0.233607770597279,-0.380696159693878,-0.496209769836735,-0.571435370514966,-0.313689517605442,-0.053968766234898,-0.318938625168367,-0.310032486807823,-0.0516098637355442,-0.244095511001327,-0.345855453781633,-0.0147591541757619,0.0146438048504762,-0.352921875704626,-0.215725983987415,-0.45325881812585,-0.324530684488776,-0.156301211809388,-0.51977471185949,-0.318591739836735,-0.381947840852041,-0.275980673815646,-0.329247566561225,-0.406232151004422,-0.31159021570517,-0.469487559050204,-0.297650717553707,-0.366156662972789,-0.140839332480952,-0.211089716163265,-0.182484427437619,-0.309429365418435,-0.487699897602041,0.131024944116156,-0.286478726091224,-0.301460394878912,0.0803842265455102,-0.431361142708503,-0.45531103170102,0.110252414304385,-0.576622718863946,-0.596594638741497,0.135460368203741
"13",11,"SITTING",0.274942210221519,-0.0125223194956646,-0.104924866364241,-0.986754993829114,-0.944461791518987,-0.94692393056962,0.916102412689873,0.0879132899974683,0.126008003780063,-0.986268082943038,-0.965986411835443,-0.952873882487342,0.0758863734892405,0.0053137629243038,-0.00379093702641392,-0.98579183335443,-0.976119678670886,-0.983282628544304,-0.0375877046208861,-0.0716514316936709,0.0801806713208544,-0.982597061898734,-0.971518424050633,-0.96177273971519,-0.0949719612025317,-0.0406188331835443,-0.050586856588924,-0.986177296898734,-0.986780839018987,-0.985445137658228,-0.961856776234177,-0.950835252183544,-0.961856776234177,-0.950835252183544,-0.983410775506329,-0.981282607626582,-0.953168689620253,-0.958239040886076,-0.988383603829114,-0.985593102563291,-0.985648018765823,-0.955256059208861,-0.960550481810127,-0.98732985443038,-0.94239135510443,-0.943505110474684,-0.0124220573438608,0.0317319633626582,0.0838364525806725,-0.98609496693038,-0.976057652120253,-0.980591574082278,-0.986772261993671,-0.978011099240506,-0.984607376962025,0.184972231048861,-0.0723708519571835,-0.00676535365886076,-0.978834944588608,-0.975384768386076,-0.965497941867089,-0.983845854620253,-0.969672365664557,-0.964152534240506,0.0390280020797468,-0.203592273017722,-0.0524678643476582,-0.960591611844937,-0.953097025664557,0.117472906391772,-0.980780450791139,-0.980920413860759,0.319730403151899,-0.968927051455696,-0.95887586386076,-0.0676877643328797,-0.986120672341772,-0.985662906329114,0.20574999444443
"14",12,"WALKING",0.2781317998125,-0.0171823937623684,-0.1086526787375,-0.33770492099375,-0.0766444192173125,-0.21577696212625,0.93255572271875,-0.196624159609375,-0.001762548154375,-0.97631470803125,-0.96656338765625,-0.95369431465625,0.076128671424625,0.0124636818817188,-0.00537018650896875,-0.2837026794105,-0.132517442105759,-0.3808792620675,-0.031075310540875,-0.0740230538395937,0.0925357991020312,-0.441446626724375,-0.388459721140625,-0.329459150135625,-0.0921973811775938,-0.044400641492125,-0.0623172021501563,-0.37864768635,-0.474664704305,-0.462457168596875,-0.182212094927562,-0.35521740729275,-0.182212094927562,-0.35521740729275,-0.22977264240875,-0.198455564009375,-0.278000216600594,-0.352368474533125,-0.43868081134625,-0.44511174537825,-0.33630541331625,-0.0828109407675,-0.282078597539375,-0.339396920489688,-0.133890705347187,-0.243242774165,-0.269583032415313,0.0395013366504687,0.119187961168459,-0.33275891946875,-0.195990266114063,-0.37331686156875,-0.297289566171875,-0.122049141903975,-0.388534460800313,-0.217934996250938,-0.34560597204875,-0.283036055274375,-0.327208231434375,-0.413335693174062,-0.310967939291875,-0.480350688296875,-0.380050181889062,-0.397949091971875,-0.1115564241325,-0.0400794671093437,-0.0891593102016875,-0.290846476279375,-0.4964912789375,0.210202521188031,-0.221254625065,-0.17716268110625,0.112537857484375,-0.37929944072,-0.44842773590875,0.184712741160937,-0.48658636146,-0.433766476238125,0.147057078227563
"15",13,"WALKING",0.276017236616915,-0.0169827785130348,-0.104656863023383,-0.288707820457711,-0.138210639294577,-0.227177654636816,0.952026223233831,-0.17729264318408,-0.0421397783677114,-0.978154611293532,-0.971579077562189,-0.946816240646766,0.0791789565606965,0.0207636723293532,-0.00427572165074627,-0.315009532179602,-0.185918149648657,-0.495719811044776,-0.0580644378566667,-0.0513456091008458,0.100350796327363,-0.509954146567164,-0.240512636657711,-0.273448281330348,-0.0929708496793881,-0.0540303237721393,-0.0499052368657711,-0.43343369681592,-0.566055865870647,-0.468571075124378,-0.172507449233333,-0.34996893039801,-0.172507449233333,-0.34996893039801,-0.291019140512438,-0.297026600606965,-0.218699994465224,-0.365511893651741,-0.506752107164179,-0.575455945472637,-0.27007116793209,-0.125335210229851,-0.315510383134328,-0.296827816532338,-0.200897453891542,-0.242456377800995,-0.339893180074627,0.076335425368209,0.0355096804865672,-0.3287316370199,-0.227506896615423,-0.446604950248756,-0.363403050736318,-0.197686550864179,-0.544125477711443,-0.274983595514428,-0.271548555432836,-0.176349650670149,-0.408188263084577,-0.348854361356269,-0.2978885749801,-0.545430738308458,-0.189041127827861,-0.333026736109453,-0.0325431668916915,-0.257404764911443,-0.132855377069403,-0.313940475447761,-0.473120881890547,0.107824622818806,-0.277305316064677,-0.328059535517413,0.0660651807351592,-0.428352861293532,-0.432224179004975,0.0148091227741294,-0.584208328457711,-0.594324354179104,0.0509142841532338
"16",13,"WALKING_UPSTAIRS",0.260105742452381,-0.0270011109503492,-0.131560601039683,-0.291827842071429,-0.0391384080892064,-0.278921974988889,0.88882768031746,-0.282821588142857,-0.0711951545380952,-0.949334289365079,-0.920643659285714,-0.899647863174603,0.0673443884527778,0.00206390217873016,0.00982582920476191,-0.344974235007937,-0.309106989838095,-0.656205431904762,-0.0409894763928571,-0.0523122646304762,0.0842551147984127,-0.440949082460317,-0.523647152777778,-0.227985763273651,-0.094744792474127,-0.0428582597261905,-0.0517567388968254,-0.541421940952381,-0.75273794031746,-0.551540118412698,-0.174741606155556,-0.260148937612698,-0.174741606155556,-0.260148937612698,-0.391213685634921,-0.356748392697619,-0.243455275928571,-0.450612739087302,-0.652626853095238,-0.703178197380952,-0.306087011793651,-0.127528729240556,-0.422850845457936,-0.288522236736111,-0.0579722357293651,-0.261925878164286,-0.364635572184921,-0.112981776583333,-0.202823262960746,-0.360584908388889,-0.321535054832222,-0.614835541031746,-0.389862729920635,-0.345220693738095,-0.697341405,-0.24777164965873,-0.381210401373016,-0.368639685309524,-0.36136227002381,-0.599871680634921,-0.313458075825397,-0.470055309269841,-0.489367397777778,-0.277089092879365,-0.196168833652381,-0.32767039692381,-0.198227881206349,-0.25958409656746,-0.37803760031746,-0.00289654362206349,-0.325458239454762,-0.404432981906349,0.0184667267206349,-0.528707181111111,-0.495214637103175,-0.129749971039127,-0.696488979206349,-0.734523137380952,0.116953662078968
"17",14,"SITTING",0.27120785001548,-0.00982891596938081,-0.109211877574923,-0.978803046656347,-0.911408847331269,-0.918782525910217,0.889683567585139,0.14596547099192,0.167488859318947,-0.97258399876161,-0.939749514130031,-0.931638742260062,0.0746011229682043,0.00154540230133746,0.0025648902776904,-0.979977960619195,-0.965203149349845,-0.976336055263158,-0.0440997549733437,-0.077107870360774,0.0708260477320743,-0.968295402569659,-0.958036676501548,-0.943408719380805,-0.0946707712024768,-0.0388150391026006,-0.0488160350973684,-0.975089703436532,-0.980480344860681,-0.97659764498452,-0.938227310185759,-0.917098270767802,-0.938227310185759,-0.917098270767802,-0.976246869287926,-0.970787158018576,-0.928152775417957,-0.932636400148607,-0.981187443374613,-0.976329247120743,-0.977916699287926,-0.929950939195046,-0.94253399495356,-0.979366571950464,-0.908175592923839,-0.913156936563468,-0.034472631380805,0.0706138467609907,0.086161110011548,-0.980327650650155,-0.965778714303406,-0.973132455913313,-0.981465643931889,-0.967124599226006,-0.978188086501548,0.180637436940031,-0.0576279306721362,-0.0130616997313622,-0.962241119504644,-0.963945610495356,-0.947096915944272,-0.970600355170279,-0.95537837622291,-0.94770202120743,0.0975153851154799,-0.155939625193839,-0.00120215652464396,-0.935018889287926,-0.921114182866873,0.111380843361115,-0.970802123931889,-0.969825611578947,0.254506601780495,-0.949807625263158,-0.933979025287926,-0.053753113769969,-0.977658742662539,-0.976105592291022,0.127013761204211
"18",15,"SITTING",0.276952240664634,-0.012618139377439,-0.104835387338415,-0.983405098018293,-0.940212013996951,-0.947335353963415,0.852043512408537,0.0945685911460366,0.0876304066956098,-0.979788035182927,-0.960429136176829,-0.951719937170732,0.0752052265216463,0.00329208581951829,-0.00379984872578659,-0.987206021432927,-0.977791739573171,-0.98448185,-0.0369885754393293,-0.0648362251969512,0.0887328326110671,-0.984932445121951,-0.968588748780488,-0.964266114329268,-0.0957607530182927,-0.0426128801116159,-0.0543259141865854,-0.990969387743902,-0.989703219878049,-0.987150979329268,-0.959854129512195,-0.944983821859756,-0.959854129512195,-0.944983821859756,-0.984997196646341,-0.982369276493902,-0.950895432103659,-0.955159210640244,-0.991313723414634,-0.988729103658537,-0.983851021189024,-0.952212781359756,-0.962281429359756,-0.983295181158537,-0.937888119734756,-0.943424872335366,-0.0889769141929878,0.0643965298372256,0.0972187165420732,-0.987402557195122,-0.977939639939024,-0.982018536219512,-0.988168313932927,-0.979298535853659,-0.985565996798781,0.150653253575662,-0.0476038982661585,0.0092960542222561,-0.982724509817073,-0.974592674878049,-0.966280692835366,-0.98571488847561,-0.965691986036585,-0.966987515853658,0.067312506546372,-0.231284822022866,0.0227474576292683,-0.957088312859756,-0.947138681731707,0.106395304869744,-0.982247867804878,-0.981454629908537,0.285703552287195,-0.967729536554878,-0.955200490304878,-0.0780943812641768,-0.989422530670732,-0.988351734237805,0.198946719559085
"19",16,"SITTING",0.272157214101093,-0.0123580394845902,-0.105894462768306,-0.986040624562842,-0.944863156350628,-0.941052090579235,0.874481030081967,0.152672720076503,0.153749516655,-0.981125593825137,-0.96254868942623,-0.948113097297814,0.0768833927509016,0.0073106442502082,-0.00404635239554645,-0.988171953497268,-0.978335724590164,-0.984145606857924,-0.0342421709103989,-0.07403687000847,0.0769478129439891,-0.986313164398907,-0.966345118114754,-0.964654155737705,-0.0978743003087432,-0.040563770084082,-0.0505451394529454,-0.990156893907104,-0.987272113879781,-0.98747236204918,-0.958054586147541,-0.944097644934973,-0.958054586147541,-0.944097644934973,-0.985783718278688,-0.981801972595628,-0.953822977622951,-0.95588313510929,-0.990027301448087,-0.986482128114754,-0.986008349043716,-0.955510406693989,-0.961173710928962,-0.986186182076503,-0.943007644278689,-0.935405021409836,-0.0413196280630601,0.108459947456831,0.0603566252306803,-0.988103675273224,-0.978061300300546,-0.981493622431694,-0.989371645491803,-0.980363499153005,-0.985455006803279,0.216378800851366,-0.0248304818281967,0.0259159813434891,-0.983600348715847,-0.972841554508197,-0.967344086202186,-0.987225359153005,-0.963316234945355,-0.967154320519126,0.0703593828054918,-0.244310097992896,0.0183857488752732,-0.957357745546448,-0.946089757846995,0.128214355111945,-0.981551581092896,-0.981036869535519,0.271663964998306,-0.96783483931694,-0.95619371147541,-0.057568985165847,-0.987001561010929,-0.986492166612022,0.184883574369563
"20",17,"SITTING",0.274233213379245,-0.0148879048515472,-0.106911246118868,-0.986491587773585,-0.95322979645283,-0.954908739811321,0.866768451169811,0.0881222315499698,0.256130169070943,-0.983853704188679,-0.97217924909434,-0.961499356603774,0.07644206048,0.00890633303124528,-0.00158527635920755,-0.986985335396226,-0.97754931354717,-0.985601016943396,-0.036109415750566,-0.0742915916796226,0.0756136429777358,-0.986422754867925,-0.975164257169811,-0.964715024226415,-0.0952987784716981,-0.0402502681556226,-0.0513561619935849,-0.990507654113208,-0.989861941849057,-0.985504809056604,-0.967575810603774,-0.957392005962264,-0.967575810603774,-0.957392005962264,-0.984962791698113,-0.983633751018868,-0.959266738679245,-0.963274695132075,-0.990785285471698,-0.988844362150943,-0.985974172792453,-0.960870708641509,-0.966831047207547,-0.986854799924528,-0.951895197018868,-0.951676485169811,-0.0536021621716981,0.059277712397434,0.101340464166415,-0.987157543924528,-0.977774830830189,-0.983298810264151,-0.987991968188679,-0.978962111358491,-0.986496201396226,0.187122734857736,-0.0845377864370566,0.00651954118339623,-0.983799911132075,-0.979313494716981,-0.966383095773585,-0.987289501962264,-0.973174103509434,-0.967469257245283,0.0255731374116604,-0.242211648989434,-0.0254544180464151,-0.965355475811321,-0.959559441886792,0.136876354902151,-0.983059469320755,-0.983259257849057,0.308697885878113,-0.973154611433962,-0.963490714981132,-0.0940665686833208,-0.989339881245283,-0.988681232377358,0.182026897499057
"21",17,"STANDING",0.279383745339806,-0.0136047836504854,-0.100489790398058,-0.981149140582524,-0.90931425368932,-0.921114753300971,0.924222376504854,-0.231633617805825,0.151053079485437,-0.978506051165049,-0.946284206407767,-0.920271919563107,0.0731588559825243,0.00201362249395146,-0.0153824457709709,-0.975794378834951,-0.953787720679612,-0.977243983203884,-0.0264135782917476,-0.0716144260194175,0.0801541337145631,-0.940387998446602,-0.959343721359223,-0.93660282631068,-0.10341519031068,-0.0446448168699029,-0.0514039580190291,-0.963795268252427,-0.979124788252427,-0.965023764368932,-0.935408888058252,-0.922880189902913,-0.935408888058252,-0.922880189902913,-0.971093557669903,-0.966207601359223,-0.930806202330097,-0.917482568640777,-0.975181470097087,-0.969911967184466,-0.977658421067961,-0.924588361941748,-0.945612447475728,-0.983016037961165,-0.907530004281553,-0.914629114563107,0.089783926478835,0.000190874802815536,0.0332212923456311,-0.97560122592233,-0.953345649708738,-0.973410470873786,-0.978419811941748,-0.957918060582524,-0.979815112718447,0.303499817553398,-0.0892517793970874,0.0557273029815534,-0.935466959417476,-0.963281147378641,-0.936938213495146,-0.942725198932039,-0.957459963300971,-0.942526246796117,-0.19120853688835,-0.263822288108738,-0.109030518025437,-0.939100755728155,-0.926740696893204,0.0288694733708738,-0.965351484854369,-0.966467429126214,0.25269288613301,-0.936652789708738,-0.919853190097087,-0.172861246399029,-0.970302861456311,-0.971371299320388,0.119996802106796
"22",18,"WALKING_UPSTAIRS",0.263879371021978,-0.0234566596533481,-0.116021604857692,-0.276186318202198,-0.0567738733148352,-0.235896340384066,0.879727396236264,-0.267342141931319,-0.138270247865558,-0.953433710494506,-0.928834383049451,-0.909624764010989,0.0782190023414835,0.00655440752307692,-0.0156290497123626,-0.386971986376374,-0.385976986508242,-0.635763431730769,-0.0151091193299451,-0.0805505074631868,0.0835093324651099,-0.500005125128297,-0.332512418915082,-0.251360160262088,-0.107634937055027,-0.0347777026424451,-0.0540812187208791,-0.592691589450549,-0.652887785274725,-0.558968224651648,-0.150332080439176,-0.29419495348922,-0.150332080439176,-0.29419495348922,-0.424491062010989,-0.396818404455494,-0.192762405667582,-0.386801065736868,-0.612831736730769,-0.661351531868132,-0.320012303825824,-0.180071460036374,-0.398877437236264,-0.261251938716484,-0.0581763308039011,-0.215678276606786,-0.450754355348901,-0.179220799552473,-0.256944145292629,-0.42061749529533,-0.413634331069505,-0.603221641263736,-0.408037292374011,-0.398178650029121,-0.667449118296703,-0.379919964032967,-0.484521695821429,-0.449110541953297,-0.430785719628846,-0.444220250107418,-0.298368102835989,-0.525535673392857,-0.281995288994231,-0.307630151949176,-0.209990982891181,-0.328464102737088,-0.266171099658242,-0.308527658706044,-0.397358167162088,-0.0675431621461538,-0.372139398067033,-0.435443555082418,0.0316390072873901,-0.476473909115385,-0.435160376703297,-0.144502303753132,-0.654489314615385,-0.696095034423077,0.0952658839985165
"23",19,"STANDING",0.278323163,-0.0173112936851944,-0.105183151838889,-0.981355053472222,-0.924932750527778,-0.937801228658333,0.944014004972222,-0.186138915870361,-0.00290039171302778,-0.988960845638889,-0.97082790875,-0.955197642277778,0.0762930532305556,0.0104490164707083,-0.00439192217521389,-0.974732549388889,-0.9580712225,-0.976308157611111,-0.0279294399255,-0.0725484704998056,0.0859231072216667,-0.923271057166667,-0.949828069444444,-0.948774966111111,-0.0998586578930555,-0.0410034614408333,-0.0534840487797222,-0.95648551425,-0.973462271611111,-0.97194550175,-0.950381193138889,-0.94343996325,-0.950381193138889,-0.94343996325,-0.972559073527778,-0.964761105888889,-0.923733732444444,-0.90405936425,-0.971771420888889,-0.963456641638889,-0.977339759722222,-0.935798444611111,-0.954930209194444,-0.983372444694444,-0.923923189277778,-0.933614210055556,0.0107772067854722,-0.0585809600941667,0.0314796427631667,-0.974872905083333,-0.95804322325,-0.972497186,-0.976959732472222,-0.961356725833333,-0.978832946583333,0.170548836463278,-0.171072365172778,-0.0104509255026389,-0.922434387111111,-0.954502529444444,-0.950385735444444,-0.924898367916667,-0.94779337325,-0.953057460333333,-0.270390240453194,-0.248596616853417,-0.136787728756636,-0.950855401527778,-0.947767875833333,0.0235919850666389,-0.964449130694444,-0.964347394222222,0.203110794803611,-0.929333092722222,-0.905639780666667,-0.222311501155,-0.964997364638889,-0.963839102055556,0.0274144057129722
"24",20,"WALKING_UPSTAIRS",0.260927694206215,-0.028778147815678,-0.115475921346893,-0.211907832120678,0.047655735520904,-0.166975568024294,0.876951904237288,-0.320658947711864,-0.120984916627881,-0.945879697824859,-0.921470817853107,-0.900998824067797,0.0747869456088136,0.0102984642677401,-0.013347494754774,-0.342082800228814,-0.257652251879633,-0.630068070658192,0.00254555420189266,-0.0992723779107345,0.0461414845181073,-0.427907383392655,-0.312994678884463,-0.282342478162429,-0.106815116895565,-0.0450097321300847,-0.0504198243283616,-0.479281571209322,-0.632492620451977,-0.500569242518475,-0.0629343177710169,-0.23501504255113,-0.0629343177710169,-0.23501504255113,-0.354956797172599,-0.369842499929379,-0.157714829553672,-0.275982941207345,-0.558376936875706,-0.623579070669491,-0.280230244660734,-0.0699611280375706,-0.382971460286441,-0.188086707994944,0.037619441229661,-0.129685068044068,-0.42817604025904,-0.140795977056271,-0.281289901860141,-0.381069737581356,-0.296942381650537,-0.600881592683616,-0.361136650451977,-0.265883768758475,-0.658060363474576,-0.356912813339887,-0.47035780340113,-0.462297295076271,-0.340605780007345,-0.437700177903955,-0.275346252620904,-0.460590037844633,-0.258318407163277,-0.355424942987006,-0.192538718521186,-0.297401494831921,-0.157704608760452,-0.244517877117627,-0.350895908155367,-0.0273880637681073,-0.33839032069548,-0.419706150220452,0.0728300768559322,-0.391831531822599,-0.327939815883333,-0.166544443935568,-0.620583465374294,-0.65576645240113,0.0707884274938136
"25",21,"STANDING",0.280572129166667,-0.0142491603954363,-0.105825411894172,-0.981169352892157,-0.922330547083333,-0.923247519607843,0.952333575441176,-0.171961622663627,0.000528374664460784,-0.986305947990196,-0.962050711421569,-0.938452147058824,0.0745319920732598,0.00724787349835784,-0.00573970432070098,-0.976000972401961,-0.959544563039216,-0.975632567769608,-0.0271636703944853,-0.0585036011955882,0.0735130512992647,-0.945994486151961,-0.954256375392157,-0.949258477941176,-0.0975131339914216,-0.0437759112857843,-0.0481986921566176,-0.963559025906863,-0.975992130612745,-0.972704260735294,-0.944004386053922,-0.933820236352941,-0.944004386053922,-0.933820236352941,-0.972996963553922,-0.965891400931373,-0.936855825686274,-0.924300829632353,-0.975210725147059,-0.969679294289216,-0.977908672009804,-0.935225370661765,-0.946845137377451,-0.982796760637255,-0.920590010512255,-0.91744270497549,0.0169200298793382,-0.0444665716531863,0.0503075539026961,-0.976245325441176,-0.960198279240196,-0.972044003186274,-0.978007738088235,-0.961837648382353,-0.977890852083333,0.185644844290826,-0.141345285273407,-0.00136738868776961,-0.941926174142157,-0.958745544730392,-0.950102652426471,-0.948036644019608,-0.952308251053922,-0.953883776617647,-0.19627685647924,-0.186281478520098,-0.0800991437723529,-0.946211581421569,-0.937543327969118,0.0422512038474657,-0.965316624632353,-0.965662800710784,0.246342083638725,-0.942594557573529,-0.926248414509804,-0.161711021157497,-0.971657887818627,-0.969120415245098,0.0995711732441176
"26",22,"STANDING",0.27993035788162,-0.016979870537757,-0.107012068222773,-0.987516382398754,-0.95224316517134,-0.955485566760125,0.926328900872274,-0.17710958411838,-0.123628969380062,-0.985020365109034,-0.974149505545171,-0.962135034953271,0.0743006905885047,0.00834228101117134,-0.00455290532171651,-0.988140241962617,-0.977553741121495,-0.9853531794081,-0.0268412237053583,-0.0696696435087227,0.0831126412352025,-0.969436663925234,-0.975107259096573,-0.973611899595016,-0.100534352654206,-0.0422150130619938,-0.0534699259223988,-0.981425911277259,-0.988300410404984,-0.986849382897196,-0.967191703831776,-0.959768717165109,-0.967191703831776,-0.959768717165109,-0.985384671962617,-0.983775427725857,-0.964902883146417,-0.957539881495327,-0.988142163021807,-0.985209240685358,-0.986857377725857,-0.96101276,-0.968710951775701,-0.987914508816199,-0.950477643862928,-0.951730805233645,-0.0336137018728972,0.00455099774,0.0925262342006231,-0.988108440498442,-0.977598299158879,-0.982955319563863,-0.989286407570093,-0.97922034364486,-0.9863971994081,0.225248587643614,-0.0631926514329595,0.0344877993052336,-0.968540174922118,-0.978128918099688,-0.974873169626168,-0.970189097383178,-0.973643266510903,-0.975662639813084,-0.177037895401495,-0.154479430072274,-0.0360011389682243,-0.969289412492212,-0.960778429127726,0.0795081891878505,-0.983394670436137,-0.983148405825545,0.329260942363551,-0.969493273956386,-0.957612415825545,-0.126307419730841,-0.986210497009346,-0.984723503364486,0.17211861443676
"27",23,"STANDING",0.278013761048387,-0.0165685401131452,-0.108892652100027,-0.986664887204301,-0.945061717419355,-0.94780168655914,0.924386502930107,-0.215798124277957,-0.0171723444652151,-0.988897526344086,-0.977142796532258,-0.958811493091398,0.075391025688172,0.00949159319711021,-0.0039146206165914,-0.981828255322581,-0.967081251774194,-0.981151702043011,-0.0251738065362634,-0.0683701472313979,0.0806646420430108,-0.949882453360215,-0.963283370430107,-0.963084765188172,-0.100230652338172,-0.0416936595892473,-0.0538686503419892,-0.970019600322581,-0.981815273924731,-0.980583989462366,-0.961147936505376,-0.956613947903226,-0.961147936505376,-0.956613947903226,-0.979362990752688,-0.973829696263441,-0.946824717768817,-0.935328023387097,-0.980568453870968,-0.976479469032258,-0.983921559274194,-0.95125592577957,-0.961577079865591,-0.988015928467742,-0.94479564938172,-0.944254287069892,-0.00377608062974194,-0.0191656886945699,0.0487163828333333,-0.981769109086022,-0.967167122634409,-0.978006244543011,-0.983612923870968,-0.969531876989247,-0.982998071586021,0.190422361318548,-0.130308147082849,-0.011616111413172,-0.948917206935484,-0.967490983817204,-0.964927896021505,-0.951072161505376,-0.961359056774194,-0.966032381935484,-0.258621773798925,-0.258747407610511,-0.110156490262097,-0.962774563198925,-0.95946785233871,0.054618756173871,-0.973431054731183,-0.973325200188172,0.257533618124946,-0.953113824005376,-0.93596543827957,-0.208592269179892,-0.977315575645161,-0.976850738844086,0.0598447437416667
